"Data Source","World Development Indicators",

"Last Updated Date","2022-12-22",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Qatar","QAT","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52784229689.2306","58431229204.8738","63192748615.1375","68844245251.7161","79736100423.4013","82908858330.0087","117047075812.425","141936404572.005","169224653348.369","183059952683.407","219790796432.323","261273736298.264","290855585760.172","306140973565.76","303090986918.208","233271212305.927","218972397312.528","249312147644.142","253802141047.563","259108044807.943","253720118622.342","270031524296.519",
"Romania","ROU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122000497817.889","110293289231.308","102494284236.6","106323286563.921","113001003720.312","122297664811.708","128840086200.561","124356167556.038","123299211719.354","124221808408.119","130423146355.733","143465242138.237","154083007715.636","159286788566.056","184759768954.417","198699337527.107","236750729804.15","271702207562.214","337094398116.54","334451357126.956","347298943200.289","374069675186.429","390571177473.697","387563965155.506","408892774055.022","424007854919.202","464781518688.476","520325219514.077","565174133003.213","612405967993.255","619863987820.606","674239843693.022",
"Russian Federation","RUS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1185486299022.11","1162862691213.69","1009358931652.91","943264713930.808","847068286596.182","825775421328.498","806184927289.569","825012873858.929","771914047819.19","836384170382.16","974627421657.533","1059732182384.88","1145642785078.87","1297686739857.67","1441505486256.06","1655585780414.79","2071121544039.89","2324720237537.22","2797648415292.56","2678612196779.7","2836588557943.54","3163098238398.54","3373665030012.89","3611852783386.43","3639325111273.82","3428609968113.92","3440587138815.9","3705398029006.68","4128705266430.57","4273387015415.45","4281505976031.63","4677562891725.89",
"Rwanda","RWA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4028529183.51087","4056193035.18128","4394991258.8933","4124612607.39485","2100367691.89812","2924213529.06512","3315099205.7729","3843345658.99383","4228007270.11354","4488561514.95497","4963574298.38148","5484373875.16386","6315768279.16932","6551700498.13119","7230049632.57915","8196009418.24153","9232176370.36864","10253231671.5716","11582197402.3407","12393020558.7827","13436289678.7776","14807852477.4077","15494915090.2333","16404622671.2316","18483265172.5845","20126901464.6379","21363629179.943","22919984687.4373","25360822737.6201","28328696533.5836","28004190818.4933","32436037307.5846",
"South Asia","SAS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439200410342.51","1515725885099.58","1640433851023.83","1753135240291.51","1898528396823.41","2073521846361.25","2256919534756.15","2381696320238.7","2539976941951.24","2775781682368.27","2947686388299.73","3152385880778.58","3322692808063.71","3635096473804.1","4019196559773.09","4457523293291.75","4947099459692.35","5460950838939.46","5739539091418.98","6173487390201.99","6694479911786.08","7193677503931.8","7837082916619.15","8257078982270.08","8676785384032.61","9162979081303.71","9771033116000.74","10514025918182","11452941999045.7","12117494039580","11598466305666","13037231104886.5",
"Saudi Arabia","SAU","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","540219221631.252","630817608325.054","665371986024.984","677420822193.682","686178054646.984","708836676993.32","729837676151.083","750198700567.693","787794014369.42","772097164252.561","827066391014.853","839554979703.457","826330401179.23","934176311238.704","1038912574715.33","1133031795867.25","1202834858085.65","1264640128400.6","1372488092891.45","1356168017846.2","1432023626012.82","1609641123704.39","1697441896290.92","1710674772216.5","1760505616548.41","1582553666558.38","1511656097237.23","1590219660724.01","1659131104702.76","1695094662611.05","1660549068279.74","",
"Sudan","SDN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36113176762.4319","37518389084.2194","41900089814.5392","46029082235.1497","48858276444.2061","53128858032.6197","58912478537.8823","71647817263.9414","75330905277.8151","77937428639.3545","84097167806.6058","92847116083.5445","99345405315.2686","107947291755.31","116415115774.775","127305810679.5","138897934129.316","151873154317.614","159308583960.961","158635048040.135","159694908589.926","158104726209.039","130339540706.188","133036641534.065","164924996239.691","168635354598.952","185703607000.565","180187070156.707","176543531594.508","176895417811.389","171730980502.696","178370225332.96",
"Senegal","SEN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11369659878.2693","12063871256.0931","12627567732.2759","12984473193.7463","13224276023.8548","14294835189.9193","15054045477.6439","15767065576.5411","16942023738.9851","18159369372.864","19272484162.6567","20621640804.2512","20901943745.3234","22594290411.1997","24322014009.9643","26187693536.3792","27700442941.1745","29257581084.4622","30998501692.9897","31808174049.0295","33323804628.0025","34243503559.0008","36087281194.4929","37152209717.441","39337219185.8395","42190979350.4886","44911774014.637","48021072807.1348","52325198860.4341","55714768018.1768","57245250557.7329","63438206524.7966",
"Singapore","SGP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71831780811.3936","78823438046.8569","87343524177.5686","97497989389.7528","113162015066.04","124558696086.997","134365009344.01","152041786618.387","149670129948.833","159917208824.944","175246409685.841","177173352054.204","184506695895.583","195365188379.584","212867300362.186","236695126165.746","274279821554.304","307363030360.568","315661250608.59","313109402371.584","378598351938.957","400707778808.442","416578549823.047","424002358121.386","445708256666.976","448557736908.24","470759632491.659","494479055944.335","498731061267.939","511184647128.714","490886734457.411","558723353506.437",
"Solomon Islands","SLB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","412618997.755205","447384239.006795","516726683.304449","559171078.655979","619296118.054205","691847290.164469","716190813.418803","720491024.296112","737283958.91834","732927045.890498","656303933.376954","623098445.554077","603709889.068129","662513252.619845","742101960.091026","820244846.304703","858306285.022014","889339152.803046","938944588.779175","974761216.503023","1106033815.08426","1186724881.69956","1266928176.94379","1429607508.46002","1452497262.15072","1480960144.72025","1558691910.32521","1655548048.92312","1754813997.99059","1822050373.18765","1842181340.3117","1895538481.48204",
"Sierra Leone","SLE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2990222289.2958","3270483388.10563","2613855734.8302","2872904235.62773","2672135792.32473","2694403086.22179","2867669368.23402","2785971804.31419","2774551991.93117","2803547477.27734","3074857548.02809","2963419038.55783","3808371881.57026","4264730752.93086","4655372031.18302","5013232925.99254","5403927301.71908","6418375138.55513","7084262429.14782","7412443079.35437","7356966179.76421","7786542195.82346","9738223472.1891","11922760797.3981","12246518774.9448","11226733103.7828","10434653657.3075","11938865734.8629","12051008684.8054","13710231815.4152","13511395471.9675","14765824018.5942",
"El Salvador","SLV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15008226472.9277","15736872532.9846","17379146241.2557","18858312541.6601","20264538672.1244","21695952290.1891","22229404013.1192","23244009202.0506","24155322094.5038","24768888155.1656","25708296001.9497","26514498823.6971","27242140205.365","28029051735.7063","28995080792.9554","30713398060.104","33243335254.9524","34795050590.377","36411094952.5105","35514887522.7159","36790709001.4085","38932390718.9747","39142615687.2106","41152360305.4393","43447081739.4438","45817642299.8657","48462157551.1229","51005469953.4391","53430323188.0221","56101789488.7722","51935038537.8132","59464974694.6216",
"San Marino","SMR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1836079660.35554","1875734718.80321","1959107476.90239","1825373260.99506","",
"Somalia","SOM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10526820744.4597","12429215434.2097","14867937713.9252","16032098119.9831","15651957010.7352","17232503454.1925","18854700194.2195","19556533202.1832","21194331672.2671",
"Serbia","SRB","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43472000540.023","45407379576.5903","41716027632.322","45240238612.222","48659842296.8146","53939967273.4233","56850768579.2122","62820260180.4778","66754495942.4828","73441517515.0141","80366460712.2357","90298216221.0604","90410581267.7733","91324806538.0704","95581500820.3439","96947842682.1638","100724395186.487","100559080341.433","100993269869.541","105787304144.138","109096396399.474","117379964145.947","123641854095.011","128253073006.337","141290155011.997",
"Sub-Saharan Africa (excluding high income)","SSA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","865837660734.996","907389131239.917","909909940827.719","934062745099.996","968066375632.742","1038577201314.53","1101279324093.86","1173412119263.9","1211983120468.21","1261752239946.56","1315381645069.72","1410932518162.21","1523689347635.1","1618491685506.62","1768600188171.42","1938837730010.81","2160175578440.74","2334443351866.04","2494594598804.19","2594378681869.08","2766245809771.58","2951573491863.15","3047689713551.13","3250821917157.56","3538050654143.4","3645253096044.42","3785400342833.83","3909867946167.15","4101792507079.49","4307480400891.44","4284236215554.07","4638427916998.98",
"South Sudan","SSD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16038626934.766","14790639635.8154","20542512085.5034","13514791883.5209","11604302036.8601","","","","","","",
"Sub-Saharan Africa","SSF","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","866435675081.806","908029510582.707","910619599695.695","934834416794.308","968860022357.02","1039355324872.04","1102118357754.11","1174376320390.62","1213026797165","1262824242947.04","1316481007398.04","1412057919558.27","1524762565488.8","1619562912436.94","1769750788778.48","1940130793014.07","2161633343557.74","2335966650807.88","2496092603319.26","2595895212054.78","2767888680808.96","2953357083319.36","3049476596686.52","3252708341114.35","3540139461677.15","3647391310772.8","3787711681295.07","3912328993893.24","4104426372177.89","4310277314540.58","4286878119776.04","4641386213979.86",
"Small states","SST","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","289701927675.911","309461271002.638","327799967765.58","351401833428.85","383422888509.602","412913798534.822","485942208608.582","546593864505.709","596426726653.992","596364659444.805","647010958666.961","712997199091.86","769176378015.984","800864137134.28","814076041590.425","736795909306.458","732321740376.086","795787493478.806","823689013833.739","856320891131.196","819440462173.012","879053051825.837",
"Sao Tome and Principe","STP","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255060067.737648","268360334.386495","300842191.72839","319074394.03867","352854578.779659","413268633.619714","443667619.570794","466172698.241688","480000303.512341","520522615.430507","554959985.841761","546231071.970446","643005259.978914","759409786.943622","762852024.077289","792614757.900011","816202349.220279","863051333.984513","894542883.59464","945866277.621393","1003941997.66291",
"Suriname","SUR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2670645845.54938","2835710459.4852","2915680529.73557","2758258250.41054","2928299161.33425","2998165491.34618","3072376075.08423","3251912220.71459","3371765043.39767","3329414872.61166","3451176174.00143","3450258372.44995","3866234859.25178","4194484935.47843","4656956431.29607","5104601419.43948","5553074242.76563","6116274441.36033","6535134310.06833","6744679856.85135","6998483891.90007","7287563034.49645","8213418033.82234","8968094623.77967","9422022464.70498","9597775254.14773","8081836080.83801","9286627960.53679","10121837567.1491","10358267786.1452","8245460349.94928","8634566184.06621",
"Slovak Republic","SVK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46870389583.4414","50972182529.2155","54419462409.2785","57371977058.797","57567171514.9088","61061047417.8577","66666820465.8953","71403065665.9981","72529314940.6537","78668338388.0614","87124402574.7501","98806753023.8228","110906434533.247","125448397000.54","123663135252.142","133553994733.97","136245920771.237","142964385521.919","150000458132.773","154984201049.83","158538993140.039","156717379380.517","160547089361.06","167694901720.719","171320140150.533","169249924713.074","176738212279.46",
"Slovenia","SVN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27237934167.2355","28520849872.0227","30337080623.4028","31768787564.7668","33848076522.2043","35716190194.0453","37715130724.0872","40019698741.2693","41686075299.6837","44818871755.0495","47268194743.7862","50969963079.1739","54361044791.5097","58273321247.2921","55236430901.9418","56250509484.2452","58585332628.1712","58814142549.4361","60918129358.2224","63069203941.5599","63252908627.2757","68303102029.7827","74079091605.8783","79600078927.1543","83650603107.4112","82886674831.4239","90737347862.9808",
"Sweden","SWE","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","170436248862.205","173020263039.656","172730369583.997","172167275338.19","185761313973.667","198149546270.644","205922671547.082","213714325647.869","224236293903.761","242951998194.694","262936025766.205","266438038906.772","276807254992.88","289807076398.935","306228665022.003","313423457846.89","351500928336.301","385412426230.498","402088350522.486","383322977317.691","406738032905.977","430123918452.671","442391061204.645","454602118873.682","467164180301.636","485011660326.869","503311160695.968","531544476786.516","555321236547.165","577680196851.179","590201101272.411","636300784959.854",
"Eswatini","SWZ","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3043565783.20313","3224335150.99888","3418616100.77864","3508354115.14741","3502900486.77199","3972909565.40256","4341468328.23022","4545132895.78294","4522311762.9012","4815201286.7746","4835544007.98419","5225310822.33893","5206397958.6812","5397562735.96725","5860596718.00291","6760034385.6459","7023595879.07446","7590309945.23542","7695967645.30524","7712694593.99775","7854478212.35898","8114103567.84471","8346171990.21462","9058385441.98995","9226708730.12026","9347907543.56747","9176866992.06288","8823555611.37794","9229312651.48753","9318917144.30796","9307997862.52152","10668146999.6838",
"Sint Maarten (Dutch part)","SXM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1076035635.17769","1122437299.42224","1220447328.01986","1127057359.87115","1193140134.133","1446529203.78966","1472416197.64961","1527597323.9219","1504505116.06958","1438643433.37336","","","",
"Seychelles","SYC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","600313518.604354","642276611.816192","709327262.185725","769989284.694456","792093196.999933","777201789.920177","837914712.11031","962295651.869754","1041223203.91509","1069596373.11363","1097038343.43137","1123353174.4822","1072154272.85857","1070652791.33152","1150134641.05953","1292295966.31536","1456772462.48922","1522646913.88102","1498356510.81193","1517230725.75853","1643408903.4208","1783917672.53842","1787460941.93694","1887126287.36871","2089530438.32316","2138975665.12781","2311733780.49503","2461135903.23408","2633731706.52345","2796639053.42162","2642238798.22213","2958233676.69037",
"Syrian Arab Republic","SYR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780611455.872361","868617176.0856","966031981.01113","988171092.878021","1054953936.40748","1126443661.03918","834889338.167152","927241658.702253",
"Chad","TCD","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4119052812.36702","4661790369.84661","5163602005.73354","4332215531.53927","4972752328.29129","5155248710.68291","5351461038.01441","5727133157.08332","6256382606.56195","6297173581.79317","6312312698.41727","7203023006.41555","7806188192.41844","7894652187.71089","10954453969.8081","13207587568.753","13557476563.6375","14799621692.2587","15149189551.8909","18140049198.8271","21026365631.7118","21644734483.3347","21591587636.4981","19796873664.8052","21921934523.2352","24904346467.7966","23791406629.63","23520168178.8231","24615888990.4299","25849639576.3243","24272722517.9343","25993258124.4697",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2294922586538.75","2554165722475.98","2882854024428.34","3252480837198.19","3680474613706.42","4085533059488","4530092445322.41","4922867175993.09","4999648532991.26","5355062766730.85","5882021542637.89","6424314283140.29","7045642280776.6","7804209666235.08","8720945096491.45","9808892395137.71","11223678210993.8","12929171652553.4","14307250320331.9","15391695548897.3","17041501007082.3","18784766284345.8","20588225566026.6","21820990721182.2","23174714408612.4","23895580510127.1","25138814269904.6","26784469583183.1","29121158745417.3","31378041876439.1","31908369297833.4","35368783850039",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2912788788043.8","2855636741986.7","2669553165762.39","2616821371922.25","2432473556494.87","2471639003283.15","2529868248900.95","2641559621464.13","2468070355311.2","2553403360126.77","2824340177134.74","2995360720750.17","3205976495855.35","3486025693258.73","3892107345602.46","4321815713193.02","5088931748492.52","5688334737313.26","6504013586977.32","6350674571043.14","6831575250152.73","7540674640389.41","8025260965910.41","8615392855423.47","8868045657714.28","8872346114091.93","9132455373105.31","9763101028360.84","10472496497519.7","10792536469040.6","10898370474362.4","11947456292266.9",
"Togo","TGO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4165265967.64218","4274428377.94328","4207247477.69503","3642740687.5203","4177523693.16113","4665220198.98866","5233491365.16513","6083352310.25224","6030960462.55876","6221882943.42949","6336830052.32543","6531250532.62067","6923538862.32785","7544028107.20954","7649046705.80453","7517558817.15379","7951063692.33507","8098576448.7202","8633193263.64746","9162134680.46434","9829016259.23534","11211787972.9122","11186946368.2696","11974721282.6348","12841834323.3623","14099817102.578","14782074040.0971","15503294550.4148","16695840162.3187","17928527580.1601","18446737844.9249","20233312944.6956",
"Thailand","THA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248952566064.681","277552237441.641","307678357959.322","329278729811.13","362827164944.265","399903165791.686","427673638937.951","421066825416.635","389645529130.64","416708151667.666","450159524202.036","472148769887.008","505227662645.979","548965599952.189","597546308079.328","641156751077.724","699341325027.401","759751788274.693","785699069829.505","786436832216.09","849612883329.73","890774204971.964","962565591015.47","982839168917.538","1004937827301.52","1031140794620.07","1092206862235.57","1151820944657.23","1224454304990.44","1288281165467.36","1241048248487.65","1297090858265.47",
"Tajikistan","TJK","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13942341563.1462","13390455920.5812","9723884661.38089","8323739615.70613","5755886742.43824","5745790776.78039","4702859816.9357","5113642666.04281","5449055254.39041","5717832053.59986","6237636650.61234","6953402898.17859","7932949451.63682","8872316221.32272","10232911595.715","13325769862.8756","15620395792.0756","17984708078.3152","20037704177.2754","19444731466.8155","21653486077.4243","24502585880.9376","27649805633.739","32099463306.2014","33792660554.7335","31549266606.6269","31190408619.8857","33106245229.3144","36848065725.0406","40367715126.8926","43005605913.1253","50515323426.7854",
"Turkmenistan","TKM","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17906350972.6834","15384512903.1982","14332939125.4058","15563476281.835","14227482624.022","15233867446.5324","17858061446.0603","18586983755.2961","20157529288.5995","20496346465.1716","21803917776.67","23414668603.199","25805435128.5124","29790477975.2709","35142048447.591","40024737819.5753","42357872179.9153","45727936308.379","52789503109.1211","57503025651.6309","62407231340.9251","67102532122.3818","71735322172.8103","76445710804.7088","78393490626.9716","85178657207.7011","92705238126.7261","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550086858176.17","2749223763684.52","2902408773354.6","3038720924975.33","3238911168855.21","3369432190807.82","3564280477755.62","3818342085402.52","3946731920136.03","3989135889019.65","4228723154810.5","4347711698440.87","4413940110042.12","4587553744940.87","4962630825760.68","5350355592239.11","5940679341537.73","6469392312010.61","6888709191062.93","6848562621053.63","7339418443530.06","7909509676053.32","8179843832206.5","8578351962483.77","8856395092142.84","8852461772426.13","9080734354387.68","9550882210066.85","9879425050685.6","10093569960232.7","9661822365884.47","10647921185663.3",
"Timor-Leste","TLS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1551495133.98665","1742630390.31921","2015056347.77095","1677194867.98769","1979615728.20735","2486978843.57914","3855425936.492","5525237192.57431","8700378276.65854","6653352942.66256","7995276520.10694","10078386101.6036","9889288841.72466","8520022011.81888","7368658274.39233","6103113052.07654","5158344930.31167","5546843148.73369","5692002194.62058","6706078679.59634","7363765850.39134","3807947796.98463",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1041122731828.38","1153515057775","1239462994944.64","1291311344519.7","1333341185326.21","1396450994694.13","1511718632975.9","1597465672804.09","1728288269847.18","1833508590024.22","2003207889139.57","2119732780598.08","2219207725456.88","2305905819392.67","2552386509456.7","2718046151209.85","2976377120315.89","3277173033825.78","3469464462908.73","3556426212231.83","3766138399717.96","3820511041075.75","3968846430108.17","3980836381878.01","3957853326180.34","3792121309671.23","3897416543405.46","4070787027669.31","4228068401371.02","4331987654205.96","4300872717646.92","4687105435378.89",
"Tonga","TON","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216790386.400832","236571315.898584","241040486.305747","255154314.346447","283665408.313579","302818334.503161","315457531.14969","325124310.410069","342668451.449696","357370689.875882","361622227.367427","380240692.331559","410888878.141886","422652886.52712","425955890.39642","434237918.080783","455998842.215565","468636440.260326","500892956.540649","484716108.608521","495058194.084831","537942935.82851","552761614.875389","561804187.765555","573717401.117351","588033122.266908","629815341.018984","685744174.007909","718527370.06562","749929222.539935","765885503.371367","755376498.478715",
"South Asia (IDA & IBRD)","TSA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1439200410342.51","1515725885099.58","1640433851023.83","1753135240291.51","1898528396823.41","2073521846361.25","2256919534756.15","2381696320238.7","2539976941951.24","2775781682368.27","2947686388299.73","3152385880778.58","3322692808063.71","3635096473804.1","4019196559773.09","4457523293291.75","4947099459692.35","5460950838939.46","5739539091418.98","6173487390201.99","6694479911786.08","7193677503931.8","7837082916619.15","8257078982270.08","8676785384032.61","9162979081303.71","9771033116000.74","10514025918182","11452941999045.7","12117494039580","11598466305666","13037231104886.5",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","866435675081.805","908029510582.706","910619599695.694","934834416794.307","968860022357.019","1039355324872.03","1102118357754.11","1174376320390.62","1213026797165","1262824242947.04","1316481007398.04","1412057919558.27","1524762565488.8","1619562912436.94","1769750788778.48","1940130793014.07","2161633343557.73","2335966650807.88","2496092603319.25","2595895212054.78","2767888680808.96","2953357083319.36","3049476596686.53","3252708341114.35","3540139461677.15","3647391310772.8","3787711681295.07","3912328993893.23","4104426372177.89","4310277314540.58","4286878119776.03","4641386213979.86",
"Trinidad and Tobago","TTO","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7937229847.68835","8415190667.5882","9485053230.61929","9777350731.18857","10192112018.8228","10921272426.3077","11708305912.7145","13126928524.4506","14506423897.5404","15853272795.4379","16993546388.4668","18413837917.6837","20353802724.0841","23578050186.3713","26978737731.8378","28952201695.7355","33700937292.9837","36535998565.8624","38528176947.5523","36723522030.7503","38575620549.3142","36695932591.946","38957997628.7324","40277583682.3876","40679223820.0441","40029117862.5679","37465422736.5968","38839769963.4568","38207439802.7077","39067935998.954","35578800248.6692","38469138892.8192",
"Tunisia","TUN","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30558542485.9799","32551932975.1454","35752625893.9675","36852506815.6363","39063501004.2351","41164439352.6119","44693754298.0155","48175416614.1942","51261565627.6001","55165238576.7135","58753368532.3223","62436975891.4286","64270951028.1896","68851330517.7443","74963610647.6178","79166554903.2411","86362089314.1238","94073188794.4311","99585626250.3723","103981568732.813","108536994658.576","108506651045.141","111717263320.366","112967779635.07","117835570030.497","117904107351.28","121591546576.597","125425319932.646","131693100892.95","135560676129.522","124347138761.258","133809569774.66",
"Turkiye","TUR","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","454489662795.125","473785618106.605","513992961001.918","568937922921.354","545481517495.345","599639657570.109","653719995787.741","714035128518.553","552225777515.675","538991785814.267","600050016688.563","580956689819.332","600837440274.943","629738472138.875","725670982222.318","806457795154.261","935142717850.333","1033155545166.33","1128303932678.76","1099351819642.99","1258135498294.59","1441544679333.79","1539087084255.03","1688340443653.81","1844207237728.42","1999739164025.7","2094055573658.48","2234852460801.45","2266985792871.54","2200623294139.88","2267659667260.32","2567473035256.02",
"Tuvalu","TUV","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45811849.6850482","56990726.270419","40676062.3861608","44949724.9392613","44706682.481988","45530114.8115714","53926708.8883799","53627448.8074876","54656008.5446022","50074481.8242334","50859234.0143498","44311196.5324125","55489699.3825566","48739778.0046761","63734094.5960075","63899190.5302593","63188047.04749","68849874.5966809","73310060.9701595","75654560.160625","80759192.5131085",
"Tanzania","TZA","GNI, PPP (current international $)","NY.GNP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22781036781.9977","24148076258.5302","24785697205.0824","25717712207.682","26762583864.2567","28487973196.059","30615911024.6212","32135753233.3298","33788709800.3036","35934898396.5911","38353871650.322","41015024263.2225","45373311599.1558","49063408914.8498","54105854802.2179","59639584382.7154","66702423810.9512","72286171023.2064","77993355547.1283","82713511642.7947","88310020399.2936","97002460506.0813","94529738517.3872","101725607977.679","107031002998.604","115147236431.224","124836678462.57","131217326623.384","142951050296.521","158090142161.292","160993978158.262","174485595329.75",
